uid,timestamp,prior_context(sec),prior_context_speech_rate,dixit(sec),dixit_speech_rate,whole_conv_length(sec)
3,1685967120342,6.582,1.215,32.676,0.275,125.648
11,1685968128913,8.057,2.358,16.331,1.163,111.652
9,1685968313958,9.95,1.508,16.98,1.001,87.133
16,1685969039503,7.757,1.16,9.371,1.281,153.069
4,1685969110309,6.954,1.582,16.95,1.652,60.741
3,1685969886002,7.262,1.102,45.897,0.087,182.326
7,1685970446156,7.048,2.27,22.047,2.449,69.607
4,1685971813106,6.797,1.913,18.942,2.428,66.064
11,1685973534482,7.49,0.935,28.526,0.456,173.05
11,1685976350510,6.82,0.293,18.169,0.771,72.172
4,1685976854025,6.455,1.549,36.368,0.055,87.367
3,1685977725246,7.175,1.115,39.558,0.202,210.241
10,1685979161365,6.529,1.378,22.94,2.921,90.017
8,1685979788771,7.09,0.846,20.042,2.245,70.326
14,1685980791616,58.314,0.12,10.243,1.757,106.322
4,1685980836995,6.928,1.443,17.381,2.704,62.636
11,1685981420360,7.923,0.252,15.004,0.866,60.984
3,1685982818294,6.633,1.206,33.169,0.121,187.372
10,1685983404563,6.54,0.917,27.779,1.116,79.482
11,1685984161113,6.303,1.269,15.703,0.701,78.026
8,1685984828974,29.047,0.379,16.009,0.875,157.385
12,1685991365730,8.649,0.694,18.716,0.748,110.016
18,1686009808855,7.534,1.327,11.124,1.438,97.439
20,1686022292196,15.906,0.503,18.847,2.441,76.786
20,1686025319451,7.315,1.504,78.892,1.103,143.404
5,1686026238849,6.712,0.894,17.834,1.346,67.679
20,1686033874876,6.986,1.145,22.246,2.832,95.848
4,1686036046428,6.697,1.941,26.285,0.647,86.73
10,1686036396881,6.658,1.352,21.138,1.75,73.374
3,1686038352434,8.031,0.996,16.527,0.121,86.813
10,1686039565473,6.585,1.063,27.502,0.545,75.799
4,1686039577866,6.565,1.828,37.562,0.053,92.702
11,1686042203826,6.732,0.297,8.514,0.352,81.526
11,1686042325956,5.905,0.339,15.717,0.7,62.889
1,1686043201874,6.841,0.731,27.381,0.073,79.237
10,1686044605810,6.949,1.439,29.122,0.515,79.171
13,1686044642642,6.447,0.931,22.847,0.088,111.211
11,1686044822701,7.143,0.7,16.702,0.838,78.629
3,1686046117723,7.94,1.008,17.681,0.452,68.602
15,1686046118975,7.581,1.055,16.719,1.495,61.808
4,1686047589724,7.066,1.84,36.625,0.055,77.004
11,1686048215279,7.668,0.913,15.564,0.9,83.073
1,1686048294690,6.262,0.798,27.62,0.072,74.785
15,1686048580061,6.944,0.72,17.731,1.41,82.382
9,1686049728902,7.433,1.345,26.31,0.646,162.66
11,1686049771022,6.263,0.798,14.996,0.8,69.535
13,1686049787510,9.717,2.882,15.789,0.697,77.116
3,1686051210915,6.355,1.259,15.705,0.318,69.992
19,1686051225460,5.769,0.347,25.508,0.549,156.782
15,1686051283670,7.57,1.717,39.749,0.226,102.361
4,1686052303245,7.411,1.754,16.233,1.294,59.079
1,1686053387063,6.618,0.756,19.99,0.35,64.624
10,1686054026547,7.788,1.284,19.553,2.506,83.116
15,1686054370912,25.062,0.2,27.943,0.429,119.285
10,1686054739405,6.307,1.427,31.292,0.959,81.812
9,1686054769346,14.066,1.493,17.221,0.755,172.891
13,1686054828983,11.083,0.271,16.724,0.897,87.926
11,1686054901837,5.985,0.835,23.724,0.801,67.762
3,1686056251912,6.833,1.171,20.722,0.531,77.356
15,1686057330586,11.782,1.103,27.114,0.443,84.887
4,1686057342843,6.572,1.369,34.138,0.059,90.417
7,1686057530746,7.103,0.704,24.888,0.241,195.189
12,1686057548481,62.513,0.096,16.267,0.615,124.11
11,1686057864105,6.423,0.778,17.322,1.039,77.736
1,1686058479712,6.237,0.802,23.355,0.086,74.627
6,1686058999766,8.547,2.34,17.583,1.308,136.985
19,1686059148333,5.964,0.335,19.661,0.559,72.343
3,1686059157234,6.23,1.284,15.169,0.396,69.352
9,1686059809758,6.697,1.493,17.81,1.179,69.306
13,1686059921091,6.916,0.434,19.661,1.322,156.417
15,1686060521496,7.558,0.794,17.648,1.473,89.775
11,1686060572205,6.395,0.782,24.481,0.49,89.844
4,1686060947638,6.903,1.594,17.494,0.857,64.264
8,1686061236045,6.9,0.29,18.373,0.98,74.252
10,1686062567726,7.085,1.27,18.714,1.336,100.04
12,1686062589384,7.413,1.889,16.977,0.589,74.924
11,1686063367996,7.154,0.699,16.271,0.983,80.698
15,1686063484478,8.008,1.623,17.71,1.186,94.804
1,1686063624393,14.206,0.352,19.144,0.836,70.244
6,1686064040616,8.544,1.287,40.655,0.443,103.162
3,1686064250277,6.834,1.171,16.532,0.181,103.082
10,1686064820678,8.24,0.971,24.849,2.938,108.465
9,1686064849612,6.627,1.509,16.996,0.588,82.592
13,1686065013606,13.241,0.227,22.59,0.885,85.683
4,1686065989055,6.991,1.573,23.98,0.542,65.763
12,1686066236374,8.606,0.813,18.389,0.707,85.284
15,1686066411175,8.723,0.688,18.486,0.703,307.103
3,1686068059800,6.729,1.189,17.437,0.459,71.056
18,1686068368361,6.439,0.932,9.775,1.841,79.328
11,1686068418151,6.27,0.797,15.603,0.961,74.773
15,1686069053726,7.202,0.833,25.469,0.196,95.645
10,1686069861878,6.944,1.296,55.199,0.29,110.06
11,1686071196327,6.237,0.802,16.715,0.718,68.328
1,1686073726624,7.378,0.678,19.718,0.152,72.227
6,1686074122416,7.502,1.6,23.677,1.605,97.838
8,1686076190626,6.561,0.305,21.367,0.842,91.696
20,1686105579187,31.838,0.314,32.46,0.308,112.417
20,1686109314049,7.001,1.428,49.939,1.782,106.162
20,1686112299384,9.746,1.129,75.051,0.107,147.269
1,1686123130031,9.246,0.649,20.438,0.245,77.507
3,1686125384815,7.43,1.077,25.025,0.36,80.39
4,1686126655749,18.876,0.689,26.337,1.063,93.407
20,1686127415304,8.966,0.669,76.189,0.039,145.532
11,1686129425356,8.289,1.327,14.781,0.609,70.353
2,1686130754583,7.969,0.251,16.996,0.824,106.579
4,1686130864839,6.469,1.7,26.095,0.651,74.737
3,1686130915200,6.383,1.253,34.362,0.437,87.055
13,1686131076691,6.111,0.655,18.603,1.075,68.808
17,1686132196375,6.195,0.323,31.819,0.283,75.946
11,1686132732391,6.575,0.456,15.54,0.644,76.949
3,1686135166693,6.26,0.958,15.424,0.195,72.794
4,1686135905919,6.801,1.911,17.179,1.397,57.544
11,1686137384176,7.94,1.763,28.783,0.625,77.558
17,1686137594860,6.4,0.312,28.025,0.357,75.217
15,1686138272149,7.279,1.099,29.443,0.34,175.983
3,1686138541210,8.349,0.958,9.069,0.662,62.958
19,1686139676630,7.589,0.264,21.993,0.682,76.431
1,1686139876854,21.285,0.235,19.694,0.102,82.609
11,1686140295405,9.574,0.627,15.813,0.885,69.64
4,1686140947419,6.678,1.947,24.286,0.535,73.784
13,1686141153481,6.429,0.933,29.116,0.343,106.503
15,1686141464056,7.049,0.851,40.25,0.596,160.799
3,1686141572491,8.344,0.959,18.162,0.22,86.404
11,1686142950018,6.131,0.816,15.549,0.9,67.286
7,1686143808920,7.824,2.045,20.959,2.433,84.214
19,1686144209741,5.98,0.502,21.369,0.374,104.481
15,1686144802082,6.81,0.734,33.726,0.237,113.304
4,1686145150192,6.292,1.113,36.418,0.027,93.662
13,1686146200346,6.545,0.917,17.161,1.282,66.646
3,1686146613171,6.183,1.294,15.369,0.325,79.604
7,1686147140990,8.318,1.202,20.834,1.92,111.793
15,1686147510593,7.422,0.674,18.976,1.054,110.889
11,1686147877458,6.789,0.736,15.176,1.054,78.087
2,1686147900661,8.118,0.616,17.805,0.562,81.62
3,1686149751903,6.079,1.316,18.215,0.329,68.583
4,1686150183632,6.489,1.387,17.419,1.894,65.898
15,1686150378342,7.369,0.814,30.935,0.291,104.335
11,1686150664573,9.091,0.55,16.6,1.205,67.516
18,1686152352637,6.945,1.872,19.18,1.825,102.37
3,1686152471461,8.284,1.086,17.762,0.281,79.5
11,1686154410894,8.149,2.209,16.1,1.18,62.499
4,1686155226936,6.325,1.423,25.008,0.84,70.952
7,1686155414260,7.123,1.264,29.281,0.546,210.218
15,1686155418513,7.082,0.847,31.446,0.445,182.621
8,1686157672279,6.706,0.298,25.66,0.585,75.727
12,1686159122204,6.68,1.497,19.268,0.727,73.539
8,1686162712369,7.305,0.274,21.394,1.122,184.439
6,1686165568841,8.463,2.363,18.014,1.277,109.501
8,1686167752908,8.386,0.477,18.587,0.968,162.766
6,1686170609800,7.508,2.131,34.681,0.433,143.081
2,1686176751905,6.388,0.313,17.006,0.588,73.434
20,1686192016820,7.59,0.922,69.564,0.072,126.814
20,1686197188075,46.295,0.151,40.24,0.298,131.59
20,1686211144824,7.723,1.554,69.069,0.043,126.789
3,1686212352858,6.375,1.255,24.271,0.124,73.691
1,1686212693546,7.271,0.825,28.961,0.207,77.445
11,1686215959924,6.819,0.88,15.716,1.018,81.005
17,1686220073913,6.386,0.313,24.427,0.123,75.876
19,1686222125709,5.947,0.336,20.483,0.635,75.864
11,1686222744782,11.642,2.062,24.716,0.526,91.906
11,1686226119462,6.028,0.332,15.595,0.834,75.366
7,1686226360136,8.611,2.09,12.755,1.568,146.016
15,1686226360600,6.66,0.751,29.431,0.17,126.907
4,1686226936044,6.618,1.964,19.955,2.105,66.562
2,1686228516794,6.011,0.333,17.868,0.616,64.355
11,1686228901877,6.289,0.318,16.126,0.93,77.658
15,1686229117381,8.358,0.598,66.53,0.15,123.89
4,1686230076579,7.187,1.391,43.115,0.325,149.156
12,1686230589388,6.969,1.435,22.981,1.218,92.341
7,1686231400681,8.093,2.224,20.003,2.2,181.983
11,1686231635422,7.988,0.25,16.389,0.671,90.723
1,1686231810799,6.175,0.81,15.619,0.064,63.284
2,1686232159098,6.047,0.331,16.192,0.803,59.74
10,1686232538971,7.136,1.401,27.848,0.539,95.163
9,1686232555883,9.473,2.217,15.403,0.974,87.281
3,1686232619739,6.236,1.283,35.755,0.112,92.2
16,1686233543558,7.693,1.04,23.366,0.899,88.728
14,1686234076825,7.052,1.276,10.284,1.556,58.476
15,1686234498835,7.458,0.67,36.372,0.247,141.844
4,1686235117717,9.331,1.072,16.833,1.069,77.879
12,1686235629944,6.969,1.004,19.275,0.882,84.291
19,1686235645348,45.733,0.044,16.515,0.848,101.726
7,1686236441089,6.62,0.906,30.617,1.437,200.416
10,1686236442124,7.078,0.848,29.262,0.376,88.973
11,1686236676145,12.23,0.245,15.621,1.024,90.183
14,1686236764310,7.422,0.674,10.872,2.483,93.759
15,1686237266457,8.148,1.105,36.529,0.684,89.563
9,1686237596322,6.97,1.435,29.238,0.342,77.595
15,1686239880816,7.823,1.15,39.674,0.151,118.281
4,1686240158938,6.685,1.496,17.305,1.445,74.476
1,1686241318122,6.947,0.72,17.42,0.057,64.594
11,1686241717409,7.757,0.516,16.49,0.788,75.01
15,1686242637474,7.077,1.272,20.477,1.66,67.429
10,1686242660757,6.832,0.878,45.658,0.482,100.852
1,1686246463448,6.425,0.778,21.223,0.283,82.237
8,1686249052039,7.073,0.283,15.799,1.139,65.039
6,1686257014485,10.523,2.091,31.951,0.689,107.927
2,1686264705038,6.999,0.714,31.526,0.793,88.019
20,1686287563859,9.313,0.859,22.66,2.913,149.981
20,1686292709441,6.379,1.411,37.44,2.404,100.687
20,1686297315087,8.693,1.15,19.433,2.882,117.406
3,1686297672116,23.624,0.381,34.38,0.145,249.26
1,1686298918457,6.589,0.759,42.217,0.095,131.984
2,1686301290378,7.236,0.276,16.165,0.804,78.692
20,1686302381086,26.238,0.076,30.398,2.961,155.13
11,1686302381500,7.373,0.678,18.152,0.606,108.455
14,1686303608018,10.292,0.777,10.48,1.05,59.414
9,1686303889983,7.941,2.267,15.724,1.018,70.73
20,1686307575291,6.73,0.297,39.909,0.301,169.475
13,1686308910802,6.382,0.94,18.454,1.192,64.326
9,1686308930821,7.372,2.035,26.442,0.416,78.647
15,1686309801587,7.135,1.121,16.938,0.768,66.563
19,1686311999090,8.498,0.118,23.141,0.691,105.367
15,1686312517938,6.839,0.877,8.953,1.117,96.132
13,1686313994413,44.817,0.268,28.667,0.977,126.753
2,1686314391117,8.09,0.247,69.623,0.072,114.828
19,1686314641399,42.439,0.071,30.909,0.485,134.106
15,1686315295042,6.571,0.761,8.45,1.183,113.413
12,1686315903877,6.823,1.173,31.669,0.568,86.607
7,1686316547324,8.43,1.186,19.517,2.101,85.748
6,1686318215283,10.35,1.739,24.446,1.309,239.155
3,1686318643134,6.91,1.737,16.458,0.304,70.652
15,1686318715762,6.86,0.729,17.255,0.58,168.68
9,1686319011934,7.228,1.384,28.221,0.638,79.197
1,1686319743650,6.619,0.755,17.418,0.402,64.548
12,1686320996646,7.675,1.824,31.155,0.385,124.372
15,1686322428865,6.836,0.731,19.102,1.675,78.6
1,1686322650305,7.773,0.643,17.137,0.408,66.916
10,1686323965981,7.709,1.946,16.424,0.913,147.285
8,1686325526174,6.24,0.321,18.851,1.857,69.532
15,1686325807284,6.268,0.798,16.297,0.614,58.61
7,1686326627842,7.813,2.432,31.241,0.96,88.263
1,1686327324371,6.747,0.741,16.279,0.123,68.679
15,1686327841327,8.384,0.596,30.717,0.163,103.196
10,1686328054667,6.764,1.774,24.78,0.646,84.971
15,1686330483722,6.955,1.006,16.737,1.733,139.023
9,1686357834072,7.091,1.41,16.523,0.787,71.074
1,1686361515449,8.394,0.715,30.226,0.265,93.165
20,1686366108410,6.633,0.754,42.139,0.071,136.371
2,1686367675411,6.13,0.326,17.755,1.014,74.068
9,1686367913270,12.167,0.822,16.762,0.835,85.708
1,1686368236004,7.093,0.705,18.559,0.323,69.726
3,1686372403529,7.659,0.783,20.303,0.493,82.367
9,1686373005686,10.059,2.088,33.693,0.297,175.643
2,1686373439605,6.273,0.319,43.989,0.409,118.542
3,1686375054950,6.555,1.22,9.157,0.437,73.233
1,1686376735876,6.81,0.734,22.086,0.272,72.803
3,1686378056614,6.794,1.766,16.95,0.472,67.453
2,1686378584920,6.541,0.306,18.181,1.485,80.558
1,1686381925814,7.652,0.653,28.501,0.175,82.055
3,1686382047633,23.659,0.338,16.597,0.241,84.942
2,1686382971894,6.212,0.483,15.31,0.914,61.562
3,1686384796112,20.09,0.398,17.334,0.577,81.972
13,1686385200661,7.253,1.103,19.58,1.634,73.47
3,1686387506712,6.643,1.204,15.847,0.316,75.44
19,1686389113360,6.029,0.332,19.323,0.673,74.657
13,1686390242425,6.374,0.941,22.475,1.068,73.466
3,1686390539470,6.484,1.388,17.189,0.291,77.942
19,1686394102481,5.829,0.343,22.035,0.59,74.109
3,1686394138248,8.652,0.925,35.711,0.196,173.473
10,1686395216251,6.928,1.155,18.355,2.07,80.921
3,1686396845723,6.727,1.189,27.562,0.109,163.19
6,1686397307984,9.153,1.967,30.327,2.869,109.036
3,1686399557392,21.08,0.38,49.804,0.04,192.629
10,1686400353947,24.519,0.449,28.914,0.38,97.502
13,1686400426446,7.817,0.895,42.97,0.047,96.382
8,1686401049287,12.979,0.616,16.642,1.682,70.454
3,1686402261635,6.646,1.204,17.58,0.284,67.193
10,1686405394608,7.126,1.544,50.455,0.674,95.669
10,1686410486889,9.847,1.117,35.861,1.394,144.878
10,1686415527516,7.487,1.202,17.288,1.099,62.326
8,1686421012028,9.057,0.221,25.656,0.585,81.585
9,1686439181415,6.476,1.544,9.335,2.035,67.044
1,1686440112854,6.497,0.77,16.032,0.437,62.815
1,1686443631824,6.609,0.757,21.115,0.568,71.793
20,1686453582218,27.556,0.218,35.03,0.057,151.342
20,1686461266011,8.005,1.249,41.056,0.073,96.284
6,1686461991674,8.922,1.681,29.669,0.843,100.64
3,1686463083951,6.333,0.947,16.18,0.124,67.419
20,1686465395682,6.174,1.458,19.642,2.851,65.033
7,1686467246813,8.814,1.135,11.142,2.872,153.373
1,1686468461724,7.38,0.678,18.171,0.33,75.085
20,1686468496014,14.227,0.141,20.895,3.063,83.461
3,1686468682717,6.586,1.215,15.029,0.133,65.653
7,1686472286413,6.901,1.739,12.833,2.571,177.122
19,1686472423282,6.002,0.333,16.399,0.671,88.392
3,1686474298103,22.937,0.349,23.405,0.171,89.92
19,1686475296607,5.961,0.336,16.856,0.949,59.823
10,1686475427044,6.715,1.042,30.068,0.366,226.508
13,1686476680744,14.215,0.844,16.699,1.377,73.055
3,1686479985009,7.061,1.133,17.758,0.451,78.214
10,1686480447664,6.945,1.44,15.925,0.942,60.7
13,1686481774072,6.387,0.313,17.349,1.153,97.19
10,1686485540095,7.986,1.377,50.777,0.197,100.247
3,1686485709512,6.146,1.302,17.563,0.399,75.127
12,1686485980208,6.648,1.354,30.932,0.711,104.461
2,1686488027680,7.882,0.254,27.764,0.54,151.908
15,1686488702249,7.062,1.133,37.589,0.346,214.222
10,1686490580486,24.549,0.448,30.224,0.463,121.504
12,1686491020942,7.377,1.22,16.703,0.419,86.448
15,1686491218141,7.434,0.673,28.378,0.352,107.534
15,1686496625643,6.993,0.715,80.23,0.1,183.94
15,1686499303178,8.646,0.578,21.059,1.472,98.918
6,1686500388810,9.75,2.051,29.544,0.677,80.186
15,1686502072768,7.84,1.02,28.682,0.453,90.523
8,1686502387776,6.96,0.287,17.018,1.234,75.99
6,1686505481951,8.792,1.706,32.652,0.582,88.064
6,1686510522528,8.073,1.734,31.367,0.51,128.963
1,1686530196587,6.852,0.73,24.641,0.203,69.725
20,1686540046440,6.541,0.764,33.193,0.542,140.406
20,1686544578911,9.089,1.21,32.962,0.243,95.207
20,1686548334045,7.101,1.127,29.91,0.267,89.285
10,1686553353857,8.411,1.308,22.237,2.338,69.56
3,1686555641654,6.411,1.248,16.696,0.18,81.951
10,1686557505570,6.81,1.322,19.423,1.03,62.821
3,1686558361894,6.386,1.253,16.366,0.489,72.966
1,1686558555603,6.774,0.738,9.089,0.66,84.472
13,1686563060370,33.819,0.148,28.121,0.071,214.538
3,1686563781392,6.095,1.313,16.32,0.368,102.071
20,1686564922143,9.459,1.057,25.551,3.483,79.402
19,1686565543686,9.136,0.219,16.641,0.721,104.13
10,1686568208738,6.793,1.619,22.327,3.001,73.882
3,1686570419772,30.044,0.266,19.317,0.311,96.245
1,1686571797586,13.223,0.378,23.348,0.214,80.232
1,1686572687896,6.27,0.797,16.78,0.298,75.789
13,1686573141169,33.641,0.089,29.279,0.717,129.437
3,1686573179196,19.521,0.41,16.287,0.553,67.797
15,1686574316779,27.163,0.221,17.678,0.566,169.133
10,1686575342591,7.438,2.286,17.529,1.94,61.472
19,1686575891188,5.952,0.336,16.451,0.608,60.727
3,1686576208028,6.756,1.184,15.425,0.13,78.892
15,1686576959136,7.456,0.671,8.046,0.746,85.56
3,1686578991382,6.233,1.283,8.421,0.475,59.125
15,1686580545908,7.398,0.811,18.466,0.542,215.033
3,1686581714256,8.14,0.983,17.577,0.284,73.845
15,1686583279457,7.436,0.807,28.359,0.952,172.904
3,1686584487321,7.81,1.024,15.746,0.254,85.001
10,1686584977883,7.315,1.23,19.112,0.994,89.012
7,1686585815179,9.126,1.863,21.802,2.064,78.591
15,1686585905369,6.875,0.582,22.978,0.435,117.106
6,1686587505466,8.705,2.183,27.106,2.435,210.753
15,1686588549879,6.722,0.744,33.37,0.689,101.981
20,1686631492063,6.83,1.025,17.248,1.16,73.85
20,1686641625267,8.766,2.167,34.502,0.087,140.493
10,1686642435305,7.37,1.221,26.402,0.72,97.42
13,1686644422621,7.511,0.799,21.282,1.316,104.531
13,1686649455561,7.639,1.047,19.013,1.052,87.193
9,1686649472681,46.589,0.451,35.095,0.142,320.115
3,1686649512679,7.624,1.049,33.997,0.147,167.605
20,1686650116100,6.299,0.794,27.918,0.43,232.458
9,1686654513323,7.854,2.674,210.973,0.076,277.996
14,1686656685575,7.966,1.004,11.09,2.795,78.033
19,1686657583404,6.662,0.3,41.091,0.024,107.363
1,1686658239840,7.12,0.702,26.873,0.074,100.907
9,1686659553862,9.972,1.304,16.456,0.912,167.549
13,1686659640835,6.714,0.298,31.922,0.47,92.464
19,1686660267865,6.436,0.622,15.998,0.938,155.065
14,1686661724629,6.708,1.193,9.66,1.76,92.847
15,1686664319185,6.917,1.012,26.849,0.372,78.854
15,1686665818051,7.269,1.238,34.176,0.234,86.96
7,1686667181012,6.673,1.499,32.178,0.932,85.942
3,1686667493743,7.411,0.81,18.255,0.274,125.464
